辞書,文境界,書字形（＝表層形）,語彙素,語種,書字形(基本形),語形(基本形),語彙素ID
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,、,、,記号,、,,24
,I,いまだ,未だ,和,いまだ,イマダ,2479
,I,在職,在職,漢,在職,ザイショク,14786
,I,中,中,漢,中,チュウ,23742
,I,の,の,和,の,ノ,28989
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,1,一,漢,1,イチ,2050
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,8,八,漢,8,ハチ,29802
,I,日,日,漢,日,ニチ,28375
,I,に,に,和,に,ニ,28178
,I,ツイッター,ツイッター-twitter,固,ツイッター,ツイッター,220433
,I,（,（,記号,（,,46
,I,凍結,凍結,漢,凍結,トウケツ,25949
,I,前,前,和,前,マエ,35465
,I,）,）,記号,）,,49
,I,に,に,和,に,ニ,28178
,I,おい,於く,和,おく,オク,4810
,I,て,て,和,て,テ,24874
,I,「,「,記号,「,,33
,I,お,御,和,お,オ,4350
,I,尋ね,尋ねる,和,尋ねる,タズネル,22310
,I,の,の,和,の,ノ,28989
,I,すべて,全て,和,すべて,スベテ,19398
,I,の,の,和,の,ノ,28989
,I,人,人,和,人,ヒト,31500
,I,へ,へ,和,へ,ヘ,33819
,I,。,。,記号,。,,25
,I,私,私-代名詞,和,私,ワタクシ,41274
,I,は,は,和,は,ハ,29321
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,に,に,和,に,ニ,28178
,I,出席,出席,漢,出席,シュッセキ,16370
,I,する,為る,和,する,スル,19537
,I,つもり,積り,和,つもり,ツモリ,24778
,I,は,は,和,は,ハ,29321
,I,ない,無い,和,ない,ナイ,27442
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,欠席,欠席,漢,欠席,ケッセキ,11152
,I,の,の,和,の,ノ,28989
,I,方針,方針,漢,方針,ホウシン,34473
,I,を,を,和,を,ヲ,41407
,I,あらかじめ,予め,和,あらかじめ,アラカジメ,1121
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,これ,此れ,和,これ,コレ,13095
,I,に,に,和,に,ニ,28178
,I,対し,対する,混,対する,タイスル,21823
,I,て,て,和,て,テ,24874
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,は,は,和,は,ハ,29321
,I,「,「,記号,「,,33
,I,彼,彼,和,彼,カレ,7330
,I,は,は,和,は,ハ,29321
,I,国家,国家,漢,国家,コッカ,12780
,I,の,の,和,の,ノ,28989
,I,恥,恥,和,恥,ハジ,29716
,I,だ,だ,和,だ,ダ,22916
,I,。,。,記号,。,,25
,I,来,来る,和,来る,クル,10518
,I,ない,ない,和,ない,ナイ,27438
,I,の,の,和,の,ノ,28990
,I,は,は,和,は,ハ,29321
,I,良い,良い,和,良い,ヨイ,38988
,I,こと,事,和,こと,コト,12836
,I,だ,だ,和,だ,ダ,22916
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,述べ,述べる,和,述べる,ノベル,29195
,I,て,て,和,て,テ,24874
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,欠席,欠席,漢,欠席,ケッセキ,11152
,I,を,を,和,を,ヲ,41407
,I,歓迎,歓迎,漢,歓迎,カンゲイ,7553
,I,する,為る,和,する,スル,19537
,I,一方,一方,漢,一方,イッポウ,2268
,I,、,、,記号,、,,24
,I,副,副,漢,副,フク,32590
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,マイク,マイク-外国,固,マイク,マイク,137910
,I,・,・,記号,・,,44
,I,ペンス,ペンス-pence,外,ペンス,ペンス,134743
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,は,は,和,は,ハ,29321
,I,「,「,記号,「,,33
,I,（,（,記号,（,,46
,I,出席,出席,漢,出席,シュッセキ,16370
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,もらえれ,貰う,和,もらえる,モラエル,37949
,I,ば,ば,和,ば,バ,30503
,I,）,）,記号,）,,49
,I,名誉,名誉,漢,名誉,メイヨ,37341
,I,だ,だ,和,だ,ダ,22916
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,述べ,述べる,和,述べる,ノベル,29195
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,ペンス,ペンス-pence,外,ペンス,ペンス,134743
,I,副,副,漢,副,フク,32590
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,は,は,和,は,ハ,29321
,I,出席,出席,漢,出席,シュッセキ,16370
,I,する,為る,和,する,スル,19537
,I,意向,意向,漢,意向,イコウ,1772
,I,を,を,和,を,ヲ,41407
,I,示し,示す,和,示す,シメス,15789
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,日,日,和,日,カ,5582
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,は,は,和,は,ハ,29321
,I,予告,予告,漢,予告,ヨコク,39226
,I,通り,通り,和,通り,トオリ,26203
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,出席,出席,漢,出席,シュッセキ,16370
,I,せ,為る,和,する,スル,19537
,I,ず,ず,和,ぬ,ヌ,19587
,I,、,、,記号,、,,24
,I,アンドルーズ,アンドルーズ-Andrews,固,アンドルーズ,アンドルーズ,261332
,I,空軍,空軍,漢,空軍,クウグン,10029
,I,基地,基地,漢,基地,キチ,8646
,I,で,で,和,で,デ,25518
,I,退任,退任,漢,退任,タイニン,21888
,I,式,式,漢,式,シキ,15098
,I,を,を,和,を,ヲ,41407
,I,開催,開催,漢,開催,カイサイ,238576
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,その,其の,和,その,ソノ,21394
,I,後,後,漢,後,ゴ,13329
,I,フロリダ,フロリダ-Florida,固,フロリダ,フロリダ,33221
,I,に,に,和,に,ニ,28178
,I,向かっ,向かう,和,向かう,ムカウ,37005
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,前,前,和,前,マエ,35465
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,が,が,和,が,ガ,7889
,I,新,新,漢,新,シン,17231
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,の,の,和,の,ノ,28989
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,に,に,和,に,ニ,28178
,I,出席,出席,漢,出席,シュッセキ,16370
,I,し,為る,和,する,スル,19537
,I,ない,ない,和,ない,ナイ,27438
,I,の,の,和,の,ノ,28990
,I,は,は,和,は,ハ,29321
,I,1,一,漢,1,イチ,2050
,I,8,八,漢,8,ハチ,29802
,I,6,六,漢,6,ロク,40932
,I,9,九,漢,9,キュウ,8929
,I,年,年,漢,年,ネン,28927
,I,以来,以来,漢,以来,イライ,2538
,I,1,一,漢,1,イチ,2050
,I,5,五,漢,5,ゴ,13327
,I,2,二,漢,2,ニ,28181
,I,年,年,漢,年,ネン,28927
,I,ぶり,振り,和,ぶり,ブリ,33471
,I,の,の,和,の,ノ,28989
,I,こと,事,和,こと,コト,12836
,I,で,だ,和,だ,ダ,22916
,I,あっ,有る,和,ある,アル,1216
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,ペンス,ペンス-pence,外,ペンス,ペンス,134743
,I,は,は,和,は,ハ,29321
,I,逆,逆,漢,逆,ギャク,9839
,I,に,だ,和,だ,ダ,22916
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,退任,退任,漢,退任,タイニン,21888
,I,式,式,漢,式,シキ,15098
,I,を,を,和,を,ヲ,41407
,I,欠席,欠席,漢,欠席,ケッセキ,11152
,I,し,為る,和,する,スル,19537
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,出席,出席,漢,出席,シュッセキ,16370
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,米,米,漢,米,ベイ,34102
,I,メディア,メディア-media,外,メディア,メディア,37453
,I,に,に,和,に,ニ,28178
,I,よる,因る,和,よる,ヨル,39521
,I,と,と,和,と,ト,25825
,I,、,、,記号,、,,24
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,のみ,のみ,和,のみ,ノミ,29213
,I,が,が,和,が,ガ,7889
,I,操作,操作,漢,操作,ソウサ,21027
,I,する,為る,和,する,スル,19537
,I,権限,権限,漢,権限,ケンゲン,11310
,I,を,を,和,を,ヲ,41407
,I,持っ,持つ,和,持つ,モツ,37804
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,「,「,記号,「,,33
,I,核,核,漢,核,カク,6125
,I,の,の,和,の,ノ,28989
,I,ボタン,ボタン-button,外,ボタン,ボタン,35173
,I,」,」,記号,」,,34
,I,は,は,和,は,ハ,29321
,I,通常,通常,漢,通常,ツウジョウ,24415
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,にて,にて,和,にて,ニテ,28463
,I,直接,直接,漢,直接,チョクセツ,24154
,I,引き継が,引き継ぐ,和,引き継ぐ,ヒキツグ,31239
,I,れる,れる,和,れる,レル,40741
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,今回,今回,漢,今回,コンカイ,13150
,I,は,は,和,は,ハ,29321
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,が,が,和,が,ガ,7889
,I,出席,出席,漢,出席,シュッセキ,16370
,I,し,為る,和,する,スル,19537
,I,なかっ,ない,和,ない,ナイ,27438
,I,た,た,和,た,タ,21642
,I,ため,為,和,ため,タメ,22686
,I,ボタン,ボタン-button,外,ボタン,ボタン,35173
,I,を,を,和,を,ヲ,41407
,I,2,二,漢,2,ニ,28181
,I,つ,つ,和,つ,ツ,24322
,I,用意,用意,漢,用意,ヨウイ,39015
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,が,が,和,が,ガ,7889
,I,就任,就任,漢,就任,シュウニン,16188
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,瞬間,瞬間,漢,瞬間,シュンカン,16481
,I,に,に,和,に,ニ,28178
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,の,の,和,の,ノ,28989
,I,もの,物,和,もの,モノ,37875
,I,を,を,和,を,ヲ,41407
,I,無効,無効,漢,無効,ムコウ,37058
,I,化,化,漢,化,カ,5577
,I,する,為る,和,する,スル,19537
,I,措置,措置,漢,措置,ソチ,21327
,I,が,が,和,が,ガ,7889
,I,取ら,取る,和,取る,トル,26854
,I,れ,れる,和,れる,レル,40741
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,また,又,和,また,マタ,35734
,I,、,、,記号,、,,24
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,は,は,和,は,ハ,29321
,I,伝統,伝統,漢,伝統,デントウ,25792
,I,的,的,漢,的,テキ,25076
,I,な,だ,和,だ,ダ,22916
,I,慣習,慣習,漢,慣習,カンシュウ,7618
,I,に,に,和,に,ニ,28178
,I,従っ,従う,和,従う,シタガウ,15407
,I,て,て,和,て,テ,24874
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,前,前,漢,前,ゼン,20757
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,が,が,和,が,ガ,7889
,I,「,「,記号,「,,33
,I,非常,非常,漢,非常,ヒジョウ,31371
,I,に,だ,和,だ,ダ,22916
,I,思いやり,思い遣り,和,思いやり,オモイヤリ,5252
,I,の,の,和,の,ノ,28989
,I,こもっ,籠もる,和,こもる,コモル,13045
,I,た,た,和,た,タ,21642
,I,」,」,記号,」,,34
,I,手紙,手紙,和,手紙,テガミ,25072
,I,を,を,和,を,ヲ,41407
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,宛て,宛て,和,宛て,アテ,838
,I,に,に,和,に,ニ,28178
,I,残し,残す,和,残す,ノコス,29091
,I,た,た,和,た,タ,21642
,I,と,と,和,と,ト,25826
,I,明らか,明らか,和,明らか,アキラカ,431
,I,に,だ,和,だ,ダ,22916
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,8,八,漢,8,ハチ,29802
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,その,其の,和,その,ソノ,21394
,I,上,上,和,上,ウエ,2957
,I,で,で,和,で,デ,25518
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,に,に,和,に,ニ,28178
,I,会う,会う,和,会う,アウ,241
,I,まで,まで,和,まで,マデ,35891
,I,手紙,手紙,和,手紙,テガミ,25072
,I,の,の,和,の,ノ,28989
,I,内容,内容,漢,内容,ナイヨウ,27520
,I,は,は,和,は,ハ,29321
,I,明らか,明らか,和,明らか,アキラカ,431
,I,に,だ,和,だ,ダ,22916
,I,し,為る,和,する,スル,19537
,I,ない,ない,和,ない,ナイ,27438
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,B,2,二,漢,2,ニ,28181
,I,月,月,漢,月,ガツ,8121
,I,5,五,漢,5,ゴ,13327
,I,日,日,漢,日,ニチ,28375
,I,、,、,記号,、,,24
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,経験,経験,漢,経験,ケイケン,10925
,I,者,者,漢,者,シャ,15852
,I,に,に,和,に,ニ,28178
,I,対し,対する,混,対する,タイスル,21823
,I,て,て,和,て,テ,24874
,I,政権,政権,漢,政権,セイケン,19771
,I,が,が,和,が,ガ,7889
,I,通常,通常,漢,通常,ツウジョウ,24415
,I,行う,行う,和,行う,オコナウ,4875
,I,機密,機密,漢,機密,キミツ,8831
,I,情報,情報,漢,情報,ジョウホウ,18630
,I,の,の,和,の,ノ,28989
,I,報告,報告,漢,報告,ホウコク,34442
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,、,、,記号,、,,24
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,政権,政権,漢,政権,セイケン,19771
,I,は,は,和,は,ハ,29321
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,前,前,漢,前,ゼン,20757
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,に,に,和,に,ニ,28178
,I,対し,対する,混,対する,タイスル,21823
,I,て,て,和,て,テ,24874
,I,は,は,和,は,ハ,29321
,I,行わ,行う,和,行う,オコナウ,4875
,I,ない,ない,和,ない,ナイ,27438
,I,方針,方針,漢,方針,ホウシン,34473
,I,を,を,和,を,ヲ,41407
,I,示し,示す,和,示す,シメス,15789
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,は,は,和,は,ハ,29321
,I,その,其の,和,その,ソノ,21394
,I,理由,理由,漢,理由,リユウ,40189
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,の,の,和,の,ノ,28989
,I,「,「,記号,「,,33
,I,常軌,常軌,漢,常軌,ジョウキ,57036
,I,を,を,和,を,ヲ,41407
,I,逸し,逸する,混,逸する,イッスル,2212
,I,た,た,和,た,タ,21642
,I,行動,行動,漢,行動,コウドウ,12285
,I,」,」,記号,」,,34
,I,を,を,和,を,ヲ,41407
,I,挙げ,上げる,和,挙げる,アゲル,524
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,彼,彼,和,彼,カレ,7330
,I,に,に,和,に,ニ,28178
,I,機密,機密,漢,機密,キミツ,8831
,I,情報,情報,漢,情報,ジョウホウ,18630
,I,を,を,和,を,ヲ,41407
,I,報告,報告,漢,報告,ホウコク,34442
,I,する,為る,和,する,スル,19537
,I,こと,事,和,こと,コト,12836
,I,に,に,和,に,ニ,28178
,I,どんな,どんな,和,どんな,ドンナ,27414
,I,価値,価値,漢,価値,カチ,6699
,I,が,が,和,が,ガ,7889
,I,あろう,有る,和,ある,アル,1216
,I,か,か,和,か,カ,5569
,I,。,。,記号,。,,25
,I,彼,彼,和,彼,カレ,7330
,I,が,が,和,が,ガ,7889
,I,口,口,和,口,クチ,10196
,I,を,を,和,を,ヲ,41407
,I,滑ら,滑る,和,滑る,スベル,19405
,I,せる,せる,和,せる,セル,20355
,I,か,か,和,か,カ,5568
,I,も,も,和,も,モ,37562
,I,しれ,知れる,和,しれる,シレル,17181
,I,ない,ない,和,ない,ナイ,27438
,I,こと,事,和,こと,コト,12836
,I,以外,以外,漢,以外,イガイ,1637
,I,に,に,和,に,ニ,28178
,I,、,、,記号,、,,24
,I,どんな,どんな,和,どんな,ドンナ,27414
,I,影響,影響,漢,影響,エイキョウ,3645
,I,が,が,和,が,ガ,7889
,I,あろう,有る,和,ある,アル,1216
,I,か,か,和,か,カ,5569
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,述べ,述べる,和,述べる,ノベル,29195
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,3,三,漢,3,サン,14499
,I,月,月,漢,月,ガツ,8121
,I,8,八,漢,8,ハチ,29802
,I,日,日,漢,日,ニチ,28375
,I,に,に,和,に,ニ,28178
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,年,年,漢,年,ネン,28927
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,選挙,選挙,漢,選挙,センキョ,20416
,I,で,で,和,で,デ,25518
,I,の,の,和,の,ノ,28989
,I,ウィスコンシン,ウィスコンシン-Wisconsin,固,ウィスコンシン,ウィスコンシン,2901
,I,州,州,漢,州,シュウ,16041
,I,の,の,和,の,ノ,28989
,I,集計,集計,漢,集計,シュウケイ,16095
,I,結果,結果,漢,結果,ケッカ,11114
,I,を,を,和,を,ヲ,41407
,I,無効,無効,漢,無効,ムコウ,37058
,I,に,だ,和,だ,ダ,22916
,I,する,為る,和,する,スル,19537
,I,こと,事,和,こと,コト,12836
,I,を,を,和,を,ヲ,41407
,I,求め,求める,和,求める,モトメル,37854
,I,た,た,和,た,タ,21642
,I,訴訟,訴訟,漢,訴訟,ソショウ,21300
,I,が,が,和,が,ガ,7889
,I,連邦,連邦,漢,連邦,レンポウ,40823
